Classification; Confidence; Direction; Speed in km/h; Time
LKW;7;Richtung B nach A;44;08.05.2020 18:40
PKW;9;Richtung B nach A;42;08.05.2020 18:44
PKW;9;Richtung A nach B;45;08.05.2020 18:45
PKW;9;Richtung B nach A;36;08.05.2020 18:45
PKW;9;Richtung B nach A;34;08.05.2020 18:51
PKW;9;Richtung A nach B;47;08.05.2020 18:53
PKW;9;Richtung B nach A;41;08.05.2020 18:56
Zweirad;9;Richtung A nach B;31;08.05.2020 19:01
PKW;8;Richtung B nach A;37;08.05.2020 19:07
PKW;8;Richtung B nach A;44;08.05.2020 19:11
PKW;10;Richtung B nach A;51;08.05.2020 19:15
PKW;8;Richtung B nach A;44;08.05.2020 19:15
LKW;9;Richtung A nach B;33;08.05.2020 19:19
LKW mit Anhänger;8;Richtung A nach B;33;08.05.2020 19:20
Leichtes Nutzfahrzeug;7;Richtung B nach A;44;08.05.2020 19:21
PKW;9;Richtung B nach A;40;08.05.2020 19:22
PKW;9;Richtung A nach B;32;08.05.2020 19:26
Leichtes Nutzfahrzeug;9;Richtung B nach A;27;08.05.2020 19:32
LKW;8;Richtung A nach B;47;08.05.2020 19:32
PKW;10;Richtung B nach A;38;08.05.2020 19:33
Leichtes Nutzfahrzeug;9;Richtung B nach A;38;08.05.2020 19:36
LKW mit Anhänger;9;Richtung A nach B;33;08.05.2020 19:37
LKW;8;Richtung A nach B;32;08.05.2020 19:38
Zweirad;8;Richtung A nach B;32;08.05.2020 19:41
PKW;9;Richtung B nach A;40;08.05.2020 19:43
PKW;9;Richtung B nach A;38;08.05.2020 19:46
Zweirad;9;Richtung A nach B;33;08.05.2020 19:48
PKW;9;Richtung A nach B;34;08.05.2020 19:51
Zweirad;9;Richtung A nach B;27;08.05.2020 19:56
PKW;10;Richtung A nach B;44;08.05.2020 20:00
PKW;8;Richtung B nach A;44;08.05.2020 20:04
PKW;9;Richtung B nach A;36;08.05.2020 20:07
LKW;8;Richtung B nach A;28;08.05.2020 20:09
PKW;9;Richtung B nach A;38;08.05.2020 20:09
Zweirad;10;Richtung A nach B;28;08.05.2020 20:10
PKW;9;Richtung B nach A;32;08.05.2020 20:17
LKW mit Anhänger;8;Richtung B nach A;39;08.05.2020 20:17
PKW;9;Richtung A nach B;34;08.05.2020 20:17
Leichtes Nutzfahrzeug;7;Richtung B nach A;41;08.05.2020 20:23
PKW;9;Richtung B nach A;39;08.05.2020 20:29
PKW;9;Richtung A nach B;33;08.05.2020 20:29
PKW;9;Richtung B nach A;38;08.05.2020 20:31
Leichtes Nutzfahrzeug;8;Richtung A nach B;41;08.05.2020 20:38
PKW;9;Richtung B nach A;40;08.05.2020 20:39
Leichtes Nutzfahrzeug;4;Richtung B nach A;43;08.05.2020 20:40
PKW;8;Richtung B nach A;36;08.05.2020 20:40
PKW;9;Richtung A nach B;43;08.05.2020 20:45
PKW;9;Richtung B nach A;47;08.05.2020 20:54
PKW;9;Richtung A nach B;34;08.05.2020 21:01
LKW mit Anhänger;8;Richtung B nach A;35;08.05.2020 21:09
PKW;9;Richtung A nach B;38;08.05.2020 21:11
Zweirad;9;Richtung A nach B;40;08.05.2020 21:12
PKW;10;Richtung B nach A;40;08.05.2020 21:15
LKW mit Anhänger;7;Richtung B nach A;41;08.05.2020 21:20
PKW;9;Richtung B nach A;37;08.05.2020 21:20
Leichtes Nutzfahrzeug;3;Richtung B nach A;48;08.05.2020 21:23
PKW;9;Richtung A nach B;43;08.05.2020 21:24
PKW;8;Richtung B nach A;42;08.05.2020 21:25
LKW mit Anhänger;8;Richtung B nach A;30;08.05.2020 21:26
Zweirad;5;Richtung B nach A;43;08.05.2020 21:27
Leichtes Nutzfahrzeug;8;Richtung A nach B;42;08.05.2020 21:36
LKW mit Anhänger;9;Richtung B nach A;38;08.05.2020 21:37
PKW;9;Richtung A nach B;38;08.05.2020 21:44
PKW;9;Richtung B nach A;38;08.05.2020 21:44
LKW mit Anhänger;9;Richtung B nach A;38;08.05.2020 21:44
PKW;9;Richtung A nach B;36;08.05.2020 21:49
Leichtes Nutzfahrzeug;9;Richtung B nach A;43;08.05.2020 21:51
PKW;9;Richtung B nach A;39;08.05.2020 21:53
PKW;9;Richtung B nach A;40;08.05.2020 21:55
PKW;9;Richtung B nach A;37;08.05.2020 21:55
PKW;9;Richtung B nach A;41;08.05.2020 21:59
Zweirad;9;Richtung B nach A;28;08.05.2020 22:00
PKW;9;Richtung A nach B;39;08.05.2020 22:04
PKW;10;Richtung B nach A;37;08.05.2020 22:07
PKW;9;Richtung B nach A;39;08.05.2020 22:09
PKW;8;Richtung B nach A;40;08.05.2020 22:10
PKW;8;Richtung B nach A;41;08.05.2020 22:10
PKW;9;Richtung B nach A;37;08.05.2020 22:10
PKW;8;Richtung B nach A;40;08.05.2020 22:11
PKW;9;Richtung B nach A;38;08.05.2020 22:11
Zweirad;9;Richtung B nach A;28;08.05.2020 22:12
PKW;9;Richtung B nach A;38;08.05.2020 22:17
PKW;10;Richtung B nach A;35;08.05.2020 22:18
LKW;9;Richtung B nach A;45;08.05.2020 22:22
PKW;9;Richtung B nach A;41;08.05.2020 22:25
LKW;9;Richtung A nach B;54;08.05.2020 22:34
LKW mit Anhänger;8;Richtung B nach A;35;08.05.2020 22:43
PKW;9;Richtung B nach A;32;08.05.2020 23:08
PKW;9;Richtung B nach A;38;08.05.2020 23:09
LKW;9;Richtung B nach A;34;08.05.2020 23:23
Leichtes Nutzfahrzeug;9;Richtung A nach B;47;08.05.2020 23:33
Leichtes Nutzfahrzeug;9;Richtung B nach A;24;08.05.2020 23:53
LKW mit Anhänger;7;Richtung A nach B;34;09.05.2020 00:09
LKW;9;Richtung A nach B;42;09.05.2020 00:22
PKW;9;Richtung A nach B;38;09.05.2020 00:22
PKW;9;Richtung B nach A;45;09.05.2020 00:24
PKW;9;Richtung B nach A;45;09.05.2020 00:28
LKW;8;Richtung A nach B;45;09.05.2020 01:26
PKW;9;Richtung A nach B;32;09.05.2020 02:51
PKW;8;Richtung B nach A;36;09.05.2020 03:31
PKW;9;Richtung B nach A;32;09.05.2020 04:43
LKW;9;Richtung B nach A;48;09.05.2020 05:01
Leichtes Nutzfahrzeug;8;Richtung B nach A;33;09.05.2020 05:08
Leichtes Nutzfahrzeug;8;Richtung B nach A;32;09.05.2020 05:08
PKW;9;Richtung A nach B;47;09.05.2020 05:09
PKW;9;Richtung B nach A;30;09.05.2020 05:25
PKW;9;Richtung A nach B;31;09.05.2020 05:43
PKW;10;Richtung A nach B;33;09.05.2020 06:02
PKW;9;Richtung B nach A;35;09.05.2020 06:24
PKW;9;Richtung A nach B;42;09.05.2020 06:36
Leichtes Nutzfahrzeug;9;Richtung A nach B;43;09.05.2020 06:37
PKW;9;Richtung B nach A;40;09.05.2020 06:45
PKW;9;Richtung A nach B;35;09.05.2020 06:51
PKW;9;Richtung A nach B;44;09.05.2020 07:03
PKW;10;Richtung A nach B;39;09.05.2020 07:10
Zweirad;9;Richtung A nach B;40;09.05.2020 07:13
PKW;9;Richtung A nach B;32;09.05.2020 07:15
PKW;9;Richtung B nach A;44;09.05.2020 07:26
PKW;10;Richtung A nach B;46;09.05.2020 07:28
PKW;10;Richtung A nach B;35;09.05.2020 07:31
Zweirad;9;Richtung A nach B;28;09.05.2020 07:33
PKW;9;Richtung A nach B;39;09.05.2020 07:36
PKW;9;Richtung B nach A;39;09.05.2020 07:50
PKW;9;Richtung B nach A;40;09.05.2020 07:53
PKW;9;Richtung B nach A;35;09.05.2020 08:02
Zweirad;9;Richtung B nach A;35;09.05.2020 08:10
PKW;8;Richtung B nach A;45;09.05.2020 08:12
PKW;5;Richtung B nach A;39;09.05.2020 08:14
PKW;8;Richtung B nach A;37;09.05.2020 08:15
Zweirad;9;Richtung B nach A;31;09.05.2020 08:18
LKW;8;Richtung B nach A;41;09.05.2020 08:23
LKW;8;Richtung B nach A;30;09.05.2020 08:24
LKW;9;Richtung A nach B;46;09.05.2020 08:33
PKW;9;Richtung B nach A;34;09.05.2020 08:37
PKW;8;Richtung B nach A;41;09.05.2020 08:40
Zweirad;9;Richtung B nach A;26;09.05.2020 08:59
Zweirad;9;Richtung A nach B;32;09.05.2020 09:02
PKW;9;Richtung B nach A;38;09.05.2020 09:03
LKW;7;Richtung A nach B;36;09.05.2020 09:08
PKW;9;Richtung B nach A;40;09.05.2020 09:10
PKW;9;Richtung A nach B;35;09.05.2020 09:12
Zweirad;9;Richtung A nach B;34;09.05.2020 09:17
PKW;8;Richtung B nach A;40;09.05.2020 09:22
Leichtes Nutzfahrzeug;5;Richtung B nach A;47;09.05.2020 09:22
PKW;9;Richtung B nach A;33;09.05.2020 09:25
PKW;10;Richtung A nach B;31;09.05.2020 09:25
PKW;10;Richtung B nach A;39;09.05.2020 09:31
Zweirad;10;Richtung A nach B;27;09.05.2020 09:32
Leichtes Nutzfahrzeug;9;Richtung A nach B;43;09.05.2020 09:34
PKW;9;Richtung B nach A;40;09.05.2020 09:44
PKW;10;Richtung A nach B;35;09.05.2020 09:47
PKW;10;Richtung A nach B;39;09.05.2020 09:53
Zweirad;9;Richtung B nach A;31;09.05.2020 09:53
PKW;9;Richtung A nach B;39;09.05.2020 09:56
PKW;9;Richtung B nach A;39;09.05.2020 09:57
PKW;9;Richtung B nach A;42;09.05.2020 10:11
Zweirad;10;Richtung B nach A;25;09.05.2020 10:11
PKW;9;Richtung B nach A;40;09.05.2020 10:13
Zweirad;9;Richtung B nach A;36;09.05.2020 10:20
PKW;4;Richtung B nach A;46;09.05.2020 10:21
PKW;9;Richtung A nach B;40;09.05.2020 10:30
PKW;9;Richtung B nach A;43;09.05.2020 10:30
PKW;9;Richtung A nach B;43;09.05.2020 10:31
PKW;9;Richtung A nach B;40;09.05.2020 10:31
PKW;9;Richtung B nach A;41;09.05.2020 10:33
PKW;9;Richtung B nach A;37;09.05.2020 10:34
Leichtes Nutzfahrzeug;8;Richtung A nach B;41;09.05.2020 10:34
Zweirad;9;Richtung A nach B;24;09.05.2020 10:34
PKW;9;Richtung B nach A;40;09.05.2020 10:35
Zweirad;10;Richtung B nach A;26;09.05.2020 10:36
PKW;9;Richtung B nach A;32;09.05.2020 10:38
PKW;10;Richtung A nach B;33;09.05.2020 10:39
Zweirad;10;Richtung A nach B;27;09.05.2020 10:41
PKW;8;Richtung A nach B;43;09.05.2020 10:42
Leichtes Nutzfahrzeug;9;Richtung B nach A;45;09.05.2020 10:43
PKW;9;Richtung A nach B;48;09.05.2020 10:47
Zweirad;10;Richtung B nach A;22;09.05.2020 10:49
PKW;9;Richtung A nach B;40;09.05.2020 10:51
LKW;8;Richtung A nach B;36;09.05.2020 10:52
LKW;9;Richtung A nach B;26;09.05.2020 10:56
Zweirad;9;Richtung B nach A;35;09.05.2020 11:00
Zweirad;9;Richtung A nach B;28;09.05.2020 11:05
Zweirad;10;Richtung B nach A;27;09.05.2020 11:06
PKW;9;Richtung B nach A;33;09.05.2020 11:08
Zweirad;7;Richtung B nach A;34;09.05.2020 11:12
PKW;9;Richtung A nach B;41;09.05.2020 11:16
LKW mit Anhänger;8;Richtung A nach B;31;09.05.2020 11:17
PKW;8;Richtung B nach A;42;09.05.2020 11:18
PKW;9;Richtung B nach A;42;09.05.2020 11:21
LKW;9;Richtung B nach A;40;09.05.2020 11:21
PKW;9;Richtung B nach A;40;09.05.2020 11:21
PKW;9;Richtung A nach B;38;09.05.2020 11:27
PKW;9;Richtung B nach A;40;09.05.2020 11:29
Leichtes Nutzfahrzeug;9;Richtung A nach B;38;09.05.2020 11:32
PKW;9;Richtung A nach B;34;09.05.2020 11:33
PKW;9;Richtung B nach A;38;09.05.2020 11:36
Leichtes Nutzfahrzeug;9;Richtung A nach B;32;09.05.2020 11:40
Zweirad;9;Richtung A nach B;34;09.05.2020 11:57
PKW;9;Richtung A nach B;49;09.05.2020 12:02
PKW;9;Richtung B nach A;43;09.05.2020 12:07
PKW;8;Richtung B nach A;44;09.05.2020 12:10
PKW;9;Richtung B nach A;45;09.05.2020 12:11
Leichtes Nutzfahrzeug;8;Richtung A nach B;42;09.05.2020 12:15
PKW;10;Richtung A nach B;40;09.05.2020 12:16
PKW;8;Richtung B nach A;45;09.05.2020 12:17
PKW;9;Richtung A nach B;38;09.05.2020 12:18
PKW;9;Richtung A nach B;31;09.05.2020 12:21
LKW;8;Richtung B nach A;41;09.05.2020 12:23
PKW;9;Richtung B nach A;42;09.05.2020 12:23
PKW;9;Richtung A nach B;45;09.05.2020 12:23
PKW;9;Richtung A nach B;45;09.05.2020 12:23
Zweirad;9;Richtung A nach B;29;09.05.2020 12:23
PKW;9;Richtung B nach A;38;09.05.2020 12:27
LKW;9;Richtung A nach B;39;09.05.2020 12:33
PKW;9;Richtung B nach A;42;09.05.2020 12:34
PKW;10;Richtung B nach A;34;09.05.2020 12:35
PKW;9;Richtung B nach A;38;09.05.2020 12:36
PKW;10;Richtung A nach B;28;09.05.2020 12:36
PKW;9;Richtung A nach B;45;09.05.2020 12:37
PKW;10;Richtung B nach A;30;09.05.2020 12:37
PKW;8;Richtung A nach B;48;09.05.2020 12:40
PKW;9;Richtung A nach B;47;09.05.2020 12:41
PKW;10;Richtung B nach A;45;09.05.2020 12:48
PKW;9;Richtung B nach A;39;09.05.2020 12:48
Leichtes Nutzfahrzeug;9;Richtung B nach A;35;09.05.2020 12:51
PKW;9;Richtung A nach B;41;09.05.2020 12:51
PKW;10;Richtung A nach B;43;09.05.2020 12:56
PKW;10;Richtung A nach B;36;09.05.2020 13:06
PKW;9;Richtung A nach B;28;09.05.2020 13:07
Zweirad;10;Richtung A nach B;27;09.05.2020 13:11
PKW;10;Richtung B nach A;29;09.05.2020 13:13
PKW;9;Richtung B nach A;42;09.05.2020 13:13
LKW;7;Richtung B nach A;32;09.05.2020 13:17
PKW;9;Richtung B nach A;33;09.05.2020 13:18
LKW;8;Richtung B nach A;40;09.05.2020 13:20
PKW;9;Richtung A nach B;34;09.05.2020 13:21
PKW;10;Richtung A nach B;40;09.05.2020 13:23
PKW;9;Richtung B nach A;30;09.05.2020 13:23
LKW;9;Richtung B nach A;34;09.05.2020 13:23
PKW;9;Richtung B nach A;33;09.05.2020 13:23
Zweirad;9;Richtung A nach B;35;09.05.2020 13:25
PKW;9;Richtung A nach B;35;09.05.2020 13:25
Leichtes Nutzfahrzeug;9;Richtung B nach A;33;09.05.2020 13:26
PKW;9;Richtung B nach A;32;09.05.2020 13:26
Zweirad;9;Richtung A nach B;45;09.05.2020 13:29
Zweirad;9;Richtung B nach A;27;09.05.2020 13:30
PKW;8;Richtung B nach A;51;09.05.2020 13:31
LKW;9;Richtung A nach B;49;09.05.2020 13:33
Zweirad;9;Richtung B nach A;38;09.05.2020 13:39
PKW;9;Richtung A nach B;34;09.05.2020 13:41
PKW;9;Richtung B nach A;39;09.05.2020 13:45
Zweirad;9;Richtung A nach B;44;09.05.2020 13:49
PKW;9;Richtung A nach B;37;09.05.2020 13:54
PKW;9;Richtung B nach A;38;09.05.2020 13:56
PKW;10;Richtung A nach B;35;09.05.2020 14:04
PKW;9;Richtung B nach A;42;09.05.2020 14:21
Leichtes Nutzfahrzeug;8;Richtung B nach A;40;09.05.2020 14:22
Leichtes Nutzfahrzeug;8;Richtung A nach B;37;09.05.2020 14:32
PKW;10;Richtung A nach B;34;09.05.2020 14:32
Zweirad;8;Richtung A nach B;39;09.05.2020 14:32
Zweirad;9;Richtung B nach A;26;09.05.2020 14:36
Leichtes Nutzfahrzeug;9;Richtung A nach B;41;09.05.2020 14:39
PKW;9;Richtung B nach A;37;09.05.2020 14:41
Zweirad;10;Richtung A nach B;35;09.05.2020 14:44
PKW;9;Richtung B nach A;41;09.05.2020 14:49
PKW;9;Richtung A nach B;41;09.05.2020 14:50
PKW;10;Richtung A nach B;47;09.05.2020 15:00
Zweirad;10;Richtung A nach B;22;09.05.2020 15:00
PKW;9;Richtung A nach B;30;09.05.2020 15:09
PKW;9;Richtung A nach B;37;09.05.2020 15:18
Leichtes Nutzfahrzeug;7;Richtung B nach A;45;09.05.2020 15:20
Zweirad;9;Richtung B nach A;24;09.05.2020 15:25
Zweirad;9;Richtung B nach A;24;09.05.2020 15:25
PKW;9;Richtung A nach B;38;09.05.2020 15:25
LKW;8;Richtung A nach B;47;09.05.2020 15:33
Zweirad;9;Richtung A nach B;31;09.05.2020 15:35
Zweirad;9;Richtung A nach B;34;09.05.2020 15:40
LKW;8;Richtung B nach A;34;09.05.2020 15:41
PKW;9;Richtung B nach A;41;09.05.2020 16:01
Zweirad;10;Richtung B nach A;25;09.05.2020 16:03
Zweirad;9;Richtung A nach B;32;09.05.2020 16:05
LKW;8;Richtung A nach B;36;09.05.2020 16:12
PKW;9;Richtung A nach B;33;09.05.2020 16:16
PKW;9;Richtung A nach B;33;09.05.2020 16:16
PKW;9;Richtung A nach B;42;09.05.2020 16:18
PKW;10;Richtung A nach B;34;09.05.2020 16:19
Leichtes Nutzfahrzeug;8;Richtung B nach A;45;09.05.2020 16:22
LKW;8;Richtung A nach B;49;09.05.2020 16:33
Zweirad;10;Richtung A nach B;27;09.05.2020 16:37
Zweirad;9;Richtung B nach A;29;09.05.2020 16:40
Zweirad;9;Richtung B nach A;29;09.05.2020 16:52
Zweirad;9;Richtung A nach B;28;09.05.2020 17:02
PKW;10;Richtung A nach B;27;09.05.2020 17:02
Zweirad;10;Richtung B nach A;23;09.05.2020 17:02
PKW;9;Richtung A nach B;41;09.05.2020 17:03
PKW;9;Richtung A nach B;44;09.05.2020 17:03
LKW;8;Richtung A nach B;30;09.05.2020 17:10
Zweirad;9;Richtung B nach A;27;09.05.2020 17:14
LKW;9;Richtung B nach A;38;09.05.2020 17:22
PKW;9;Richtung B nach A;40;09.05.2020 17:29
LKW;7;Richtung A nach B;47;09.05.2020 17:34
Zweirad;9;Richtung A nach B;30;09.05.2020 17:38
Zweirad;10;Richtung B nach A;20;09.05.2020 17:39
PKW;9;Richtung A nach B;43;09.05.2020 17:41
PKW;10;Richtung A nach B;36;09.05.2020 17:42
PKW;9;Richtung B nach A;41;09.05.2020 17:50
Zweirad;9;Richtung A nach B;57;09.05.2020 18:02
Zweirad;9;Richtung B nach A;30;09.05.2020 18:19
Zweirad;10;Richtung A nach B;27;09.05.2020 18:19
LKW;7;Richtung A nach B;36;09.05.2020 18:20
Zweirad;9;Richtung B nach A;21;09.05.2020 18:23
Zweirad;9;Richtung B nach A;31;09.05.2020 18:25
Leichtes Nutzfahrzeug;7;Richtung B nach A;42;09.05.2020 18:26
Zweirad;9;Richtung B nach A;27;09.05.2020 18:28
Zweirad;10;Richtung B nach A;18;09.05.2020 18:29
LKW mit Anhänger;7;Richtung A nach B;46;09.05.2020 18:32
Leichtes Nutzfahrzeug;8;Richtung A nach B;42;09.05.2020 18:35
PKW;8;Richtung A nach B;45;09.05.2020 18:38
PKW;9;Richtung A nach B;43;09.05.2020 18:38
Zweirad;9;Richtung B nach A;29;09.05.2020 18:38
Zweirad;9;Richtung A nach B;40;09.05.2020 18:40
PKW;9;Richtung B nach A;38;09.05.2020 18:42
PKW;9;Richtung A nach B;38;09.05.2020 18:45
Zweirad;9;Richtung B nach A;27;09.05.2020 18:48
Zweirad;10;Richtung A nach B;24;09.05.2020 18:53
Zweirad;9;Richtung A nach B;30;09.05.2020 18:54
Zweirad;10;Richtung A nach B;28;09.05.2020 18:56
LKW;7;Richtung B nach A;36;09.05.2020 19:11
Zweirad;10;Richtung A nach B;27;09.05.2020 19:13
Zweirad;9;Richtung B nach A;28;09.05.2020 19:20
Leichtes Nutzfahrzeug;7;Richtung B nach A;42;09.05.2020 19:22
Zweirad;9;Richtung B nach A;27;09.05.2020 19:27
PKW;9;Richtung B nach A;40;09.05.2020 19:36
Zweirad;9;Richtung A nach B;27;09.05.2020 19:36
Leichtes Nutzfahrzeug;8;Richtung A nach B;41;09.05.2020 19:40
PKW;9;Richtung A nach B;42;09.05.2020 19:42
PKW;9;Richtung A nach B;41;09.05.2020 19:51
Zweirad;9;Richtung B nach A;27;09.05.2020 19:59
Leichtes Nutzfahrzeug;7;Richtung B nach A;43;09.05.2020 20:24
LKW;9;Richtung A nach B;43;09.05.2020 20:34
PKW;8;Richtung B nach A;45;09.05.2020 20:42
PKW;8;Richtung A nach B;39;09.05.2020 20:45
PKW;9;Richtung A nach B;45;09.05.2020 21:07
PKW;10;Richtung A nach B;36;09.05.2020 21:11
Leichtes Nutzfahrzeug;9;Richtung A nach B;39;09.05.2020 21:11
Leichtes Nutzfahrzeug;9;Richtung A nach B;38;09.05.2020 21:11
Zweirad;9;Richtung B nach A;27;09.05.2020 21:15
PKW;8;Richtung B nach A;42;09.05.2020 21:15
PKW;9;Richtung B nach A;35;09.05.2020 21:15
Leichtes Nutzfahrzeug;6;Richtung B nach A;43;09.05.2020 21:28
Leichtes Nutzfahrzeug;9;Richtung A nach B;43;09.05.2020 21:35
PKW;8;Richtung B nach A;43;09.05.2020 21:36
PKW;9;Richtung B nach A;34;09.05.2020 21:39
PKW;9;Richtung B nach A;29;09.05.2020 21:44
PKW;9;Richtung B nach A;30;09.05.2020 21:46
PKW;8;Richtung B nach A;42;09.05.2020 22:03
PKW;4;Richtung B nach A;46;09.05.2020 22:23
PKW;8;Richtung B nach A;39;09.05.2020 22:29
Leichtes Nutzfahrzeug;8;Richtung A nach B;40;09.05.2020 22:36
PKW;8;Richtung B nach A;33;09.05.2020 23:08
Zweirad;9;Richtung A nach B;30;09.05.2020 23:14
PKW;8;Richtung B nach A;40;09.05.2020 23:19
Leichtes Nutzfahrzeug;6;Richtung B nach A;41;09.05.2020 23:25
Leichtes Nutzfahrzeug;8;Richtung A nach B;40;09.05.2020 23:35
PKW;9;Richtung A nach B;39;10.05.2020 00:25
PKW;9;Richtung B nach A;33;10.05.2020 05:13
Zweirad;10;Richtung A nach B;26;10.05.2020 05:46
PKW;10;Richtung A nach B;31;10.05.2020 06:02
PKW;8;Richtung A nach B;46;10.05.2020 06:16
PKW;8;Richtung A nach B;42;10.05.2020 06:26
PKW;8;Richtung A nach B;44;10.05.2020 06:26
PKW;9;Richtung B nach A;33;10.05.2020 06:27
LKW;8;Richtung A nach B;37;10.05.2020 06:48
PKW;9;Richtung A nach B;38;10.05.2020 06:53
PKW;9;Richtung B nach A;47;10.05.2020 06:58
PKW;8;Richtung B nach A;37;10.05.2020 07:07
Leichtes Nutzfahrzeug;9;Richtung B nach A;41;10.05.2020 07:20
Zweirad;0;Richtung B nach A;49;10.05.2020 07:20
PKW;9;Richtung A nach B;27;10.05.2020 07:22
PKW;9;Richtung B nach A;31;10.05.2020 07:24
LKW;8;Richtung B nach A;37;10.05.2020 07:24
Leichtes Nutzfahrzeug;9;Richtung B nach A;33;10.05.2020 07:24
PKW;10;Richtung B nach A;33;10.05.2020 07:25
PKW;8;Richtung A nach B;46;10.05.2020 07:26
PKW;9;Richtung A nach B;32;10.05.2020 07:48
PKW;8;Richtung A nach B;43;10.05.2020 07:55
PKW;9;Richtung B nach A;33;10.05.2020 07:57
PKW;9;Richtung B nach A;34;10.05.2020 07:57
Leichtes Nutzfahrzeug;4;Richtung B nach A;46;10.05.2020 08:01
PKW;9;Richtung B nach A;34;10.05.2020 08:02
PKW;9;Richtung B nach A;40;10.05.2020 08:03
LKW;6;Richtung B nach A;42;10.05.2020 08:10
Zweirad;9;Richtung A nach B;21;10.05.2020 08:20
PKW;9;Richtung A nach B;33;10.05.2020 08:26
LKW;7;Richtung A nach B;36;10.05.2020 08:51
Zweirad;9;Richtung B nach A;22;10.05.2020 08:53
LKW;6;Richtung A nach B;44;10.05.2020 09:07
Zweirad;9;Richtung A nach B;28;10.05.2020 09:08
PKW;9;Richtung A nach B;25;10.05.2020 09:12
LKW;8;Richtung B nach A;43;10.05.2020 09:22
LKW;8;Richtung A nach B;43;10.05.2020 09:36
PKW;9;Richtung B nach A;38;10.05.2020 09:42
LKW;8;Richtung B nach A;32;10.05.2020 09:43
PKW;9;Richtung A nach B;36;10.05.2020 09:48
PKW;9;Richtung A nach B;43;10.05.2020 09:54
LKW;5;Richtung A nach B;42;10.05.2020 10:06
LKW;8;Richtung B nach A;32;10.05.2020 10:09
Zweirad;9;Richtung B nach A;31;10.05.2020 10:19
PKW;9;Richtung B nach A;48;10.05.2020 10:19
LKW;9;Richtung B nach A;38;10.05.2020 10:23
Zweirad;9;Richtung A nach B;29;10.05.2020 10:25
Zweirad;9;Richtung B nach A;30;10.05.2020 10:29
PKW;9;Richtung A nach B;43;10.05.2020 10:32
Zweirad;9;Richtung B nach A;32;10.05.2020 10:35
Leichtes Nutzfahrzeug;8;Richtung A nach B;44;10.05.2020 10:35
PKW;8;Richtung B nach A;49;10.05.2020 10:38
PKW;9;Richtung A nach B;38;10.05.2020 10:45
PKW;9;Richtung A nach B;35;10.05.2020 10:46
LKW;7;Richtung A nach B;36;10.05.2020 10:49
Zweirad;7;Richtung B nach A;34;10.05.2020 10:51
LKW;8;Richtung A nach B;34;10.05.2020 10:54
Zweirad;9;Richtung B nach A;25;10.05.2020 10:55
Zweirad;9;Richtung A nach B;34;10.05.2020 11:15
PKW;9;Richtung B nach A;39;10.05.2020 11:25
LKW;9;Richtung B nach A;45;10.05.2020 11:35
Leichtes Nutzfahrzeug;9;Richtung A nach B;40;10.05.2020 11:37
Zweirad;9;Richtung B nach A;27;10.05.2020 11:52
Zweirad;9;Richtung A nach B;26;10.05.2020 12:00
Zweirad;9;Richtung B nach A;32;10.05.2020 12:01
PKW;10;Richtung A nach B;39;10.05.2020 12:05
LKW;9;Richtung B nach A;41;10.05.2020 12:22
PKW;9;Richtung A nach B;37;10.05.2020 12:24
Zweirad;9;Richtung B nach A;32;10.05.2020 12:26
LKW;8;Richtung A nach B;47;10.05.2020 12:31
Zweirad;8;Richtung B nach A;34;10.05.2020 12:38
LKW;8;Richtung A nach B;38;10.05.2020 12:42
PKW;9;Richtung B nach A;35;10.05.2020 12:47
Leichtes Nutzfahrzeug;7;Richtung A nach B;43;10.05.2020 12:48
LKW;7;Richtung B nach A;36;10.05.2020 12:49
Zweirad;9;Richtung B nach A;29;10.05.2020 13:00
LKW;7;Richtung B nach A;38;10.05.2020 13:04
Zweirad;10;Richtung A nach B;24;10.05.2020 13:21
LKW;9;Richtung A nach B;42;10.05.2020 13:22
LKW;9;Richtung B nach A;43;10.05.2020 13:23
Leichtes Nutzfahrzeug;8;Richtung A nach B;40;10.05.2020 13:32
Zweirad;9;Richtung A nach B;33;10.05.2020 13:36
PKW;10;Richtung A nach B;30;10.05.2020 13:39
Zweirad;10;Richtung A nach B;22;10.05.2020 13:47
PKW;9;Richtung A nach B;30;10.05.2020 14:02
LKW mit Anhänger;8;Richtung A nach B;37;10.05.2020 14:15
Leichtes Nutzfahrzeug;8;Richtung B nach A;40;10.05.2020 14:24
Zweirad;9;Richtung A nach B;36;10.05.2020 14:27
PKW;9;Richtung B nach A;40;10.05.2020 14:29
PKW;9;Richtung B nach A;43;10.05.2020 14:31
LKW;8;Richtung A nach B;47;10.05.2020 14:33
Zweirad;9;Richtung A nach B;25;10.05.2020 14:47
PKW;9;Richtung A nach B;33;10.05.2020 14:53
PKW;9;Richtung A nach B;41;10.05.2020 15:12
Zweirad;10;Richtung A nach B;20;10.05.2020 15:20
PKW;10;Richtung B nach A;49;10.05.2020 15:22
LKW;9;Richtung B nach A;41;10.05.2020 15:23
Zweirad;9;Richtung A nach B;28;10.05.2020 15:26
Zweirad;9;Richtung A nach B;58;10.05.2020 15:26
PKW;9;Richtung A nach B;41;10.05.2020 15:33
Leichtes Nutzfahrzeug;8;Richtung A nach B;48;10.05.2020 15:35
PKW;9;Richtung A nach B;41;10.05.2020 15:38
Zweirad;9;Richtung B nach A;24;10.05.2020 15:39
